trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
518,False,"{'a': 0.002741579259134713, 'e': 0.005483158518269426}",20,14,9.25420477211754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.0027141634665433655, 'e': 0.005428326933086731}",25,17,16.36722578327885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.002687021831877932, 'e': 0.005374043663755864}",25,15,17.679334437054674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.0026601516135591526, 'e': 0.005320303227118305}",20,4,-16.88699943531709,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
522,False,"{'a': 0.002633550097423561, 'e': 0.005267100194847122}",25,10,27.82844333632126,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.0026072145964493253, 'e': 0.005214429192898651}",25,15,18.498275226048985,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.002581142450484832, 'e': 0.005162284900969664}",20,8,19.370369562524804,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.002555331025979984, 'e': 0.005110662051959968}",20,11,14.959475338983923,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.002529777715720184, 'e': 0.005059555431440368}",20,0,28.712611987899493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
527,False,"{'a': 0.002504479938562982, 'e': 0.005008959877125964}",25,4,30.945416350557508,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.0024794351391773523, 'e': 0.0049588702783547045}",20,0,13.024103067243772,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",20,3,24.2267555860983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,8,20.574351050006914,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,14,9.475125682628729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,0,31.34672676178491,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,13,11.564605302337837,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,13,22.431448904912134,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,13,18.068946800288245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,18,9.807418582677023,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,18,12.760088782546244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,6,22.070446536482457,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,9,30.775300866070232,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",30,8,32.218488539471004,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",30,12,30.87873776331854,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",20,0,30.412893690668263,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
15,True,"{'a': 0, 'e': 0}",25,0,42.596271539924885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0, 'e': 0}",20,3,29.215515298577778,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",20,0,34.68344563285258,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",30,8,36.285111935531816,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",30,18,20.58778083235956,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,22,13.834365184277912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
